src_ip,src_port,dest_ip,dest_port,dest_src_pkts,dest_src_bytes,src_dest_pkts,src_dest_bytes,total_pkts,total_bytes,relative_time,total_time
10.0.1.1,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.000000000,100.4498
10.0.3.3,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.011944591,100.4489
10.0.2.2,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.014977422,100.4477
10.0.3.3,50014,10.0.4.4,50014,0,0,356,498400,356,498400,89.227824458,0.1015
10.0.1.1,50001,10.0.4.4,50001,0,0,351,491400,351,491400,1.007579993,0.1030
10.0.2.2,50015,10.0.4.4,50015,0,0,348,487200,348,487200,47.194395476,0.1018
10.0.2.2,50010,10.0.4.4,50010,0,0,338,473200,338,473200,48.177747952,0.1031
10.0.3.3,50013,10.0.4.4,50013,0,0,337,471800,337,471800,29.116940940,0.1010
10.0.3.3,50015,10.0.4.4,50015,0,0,337,471800,337,471800,49.169332738,0.1011
10.0.1.1,50006,10.0.4.4,50006,0,0,330,462000,330,462000,15.077951018,0.1017
10.0.1.1,50005,10.0.4.4,50005,0,0,329,460600,329,460600,3.030264742,0.1028
10.0.1.1,50010,10.0.4.4,50010,0,0,314,439600,314,439600,70.207354509,0.1015
10.0.2.2,50002,10.0.4.4,50002,0,0,314,439600,314,439600,81.201524565,0.1015
10.0.1.1,50008,10.0.4.4,50008,0,0,311,435400,311,435400,9.068905825,0.1016
10.0.1.1,50013,10.0.4.4,50013,0,0,310,434000,310,434000,10.067352937,0.1020
10.0.2.2,50009,10.0.4.4,50009,0,0,301,421400,301,421400,48.177560427,0.1033
10.0.3.3,50003,10.0.4.4,50003,0,0,296,414400,296,414400,44.235663065,0.1017
10.0.2.2,50007,10.0.4.4,50007,0,0,291,407400,291,407400,6.064578826,0.1013
10.0.3.3,50002,10.0.4.4,50002,0,0,290,406000,290,406000,76.129652299,0.1016
10.0.2.2,50004,10.0.4.4,50004,0,0,289,404600,289,404600,11.077693700,0.1015
10.0.1.1,50014,10.0.4.4,50014,0,0,288,403200,288,403200,49.174599231,0.1044
10.0.2.2,50014,10.0.4.4,50014,0,0,269,376600,269,376600,93.229007744,0.1010
10.0.3.3,50011,10.0.4.4,50011,0,0,268,375200,268,375200,35.140455122,0.1013
10.0.2.2,50001,10.0.4.4,50001,0,0,267,373800,267,373800,97.183829243,0.1013
10.0.2.2,50011,10.0.4.4,50011,0,0,266,372400,266,372400,21.099426130,0.1019
10.0.2.2,50003,10.0.4.4,50003,0,0,265,371000,265,371000,70.143473717,0.1013
10.0.3.3,50009,10.0.4.4,50009,0,0,259,362600,259,362600,60.191089523,0.1015
10.0.3.3,50006,10.0.4.4,50006,0,0,256,358400,256,358400,41.161753002,0.1009
10.0.3.3,50010,10.0.4.4,50010,0,0,253,354200,253,354200,35.180812236,0.1019
10.0.1.1,50009,10.0.4.4,50009,0,0,250,350000,250,350000,82.251975263,0.1010
10.0.3.3,50008,10.0.4.4,50008,0,0,245,343000,245,343000,86.230393088,0.1012
10.0.2.2,50008,10.0.4.4,50008,0,0,241,337400,241,337400,3.072055324,0.1019
10.0.3.3,50012,10.0.4.4,50012,0,0,241,337400,241,337400,13.077695815,0.1016
10.0.1.1,50011,10.0.4.4,50011,0,0,235,329000,235,329000,49.162338493,0.1040
10.0.1.1,50004,10.0.4.4,50004,0,0,231,323400,231,323400,31.122415535,0.1008
10.0.1.1,50003,10.0.4.4,50003,0,0,230,322000,230,322000,17.103943499,0.1008
10.0.1.1,50012,10.0.4.4,50012,0,0,228,319200,228,319200,27.084336776,0.1014
10.0.2.2,50006,10.0.4.4,50006,0,0,222,310800,222,310800,27.113614563,0.1016
10.0.1.1,50007,10.0.4.4,50007,0,0,214,299600,214,299600,86.252895430,0.1008
10.0.2.2,50005,10.0.4.4,50005,0,0,210,294000,210,294000,23.091614405,0.1013
10.0.3.3,50007,10.0.4.4,50007,0,0,208,291200,208,291200,18.092989946,0.0999
10.0.2.2,50012,10.0.4.4,50012,0,0,207,289800,207,289800,8.069229453,0.1009
10.0.3.3,50001,10.0.4.4,50001,0,0,191,267400,191,267400,32.125703098,0.1010
10.0.3.3,50004,10.0.4.4,50004,0,0,188,263200,188,263200,60.183251274,0.1012
10.0.2.2,50013,10.0.4.4,50013,0,0,187,261800,187,261800,37.150420735,0.1011
10.0.1.1,50002,10.0.4.4,50002,0,0,182,254800,182,254800,66.186360863,0.0998
10.0.3.3,50005,10.0.4.4,50005,0,0,179,250600,179,250600,34.117793278,0.1006
10.0.1.1,50015,10.0.4.4,50015,0,0,179,250600,179,250600,71.187721924,0.1001

