src_ip,src_port,dest_ip,dest_port,dest_src_pkts,dest_src_bytes,src_dest_pkts,src_dest_bytes,total_pkts,total_bytes,relative_time,total_time
10.0.2.2,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.000000000,100.4835
10.0.1.1,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.004859859,100.5091
10.0.3.3,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.013471118,100.4795
10.0.3.3,50014,10.0.4.4,50014,0,0,356,498400,356,498400,89.265548005,0.1018
10.0.2.2,50015,10.0.4.4,50015,0,0,348,487200,348,487200,47.209626489,0.1019
10.0.1.1,50001,10.0.4.4,50001,0,0,340,476000,340,476000,1.014105717,0.1043
10.0.3.3,50013,10.0.4.4,50013,0,0,337,471800,337,471800,29.141529853,0.1041
10.0.3.3,50015,10.0.4.4,50015,0,0,337,471800,337,471800,49.200447262,0.1017
10.0.1.1,50006,10.0.4.4,50006,0,0,330,462000,330,462000,15.100739545,0.1037
10.0.1.1,50005,10.0.4.4,50005,0,0,329,460600,329,460600,3.040806329,0.1059
10.0.2.2,50010,10.0.4.4,50010,0,0,327,457800,327,457800,48.193241055,0.1019
10.0.1.1,50010,10.0.4.4,50010,0,0,314,439600,314,439600,70.271596704,0.1011
10.0.2.2,50002,10.0.4.4,50002,0,0,314,439600,314,439600,81.223376067,0.1030
10.0.1.1,50008,10.0.4.4,50008,0,0,311,435400,311,435400,9.085512331,0.1021
10.0.1.1,50013,10.0.4.4,50013,0,0,310,434000,310,434000,10.086066229,0.1020
10.0.3.3,50003,10.0.4.4,50003,0,0,296,414400,296,414400,44.266860640,0.1010
10.0.2.2,50009,10.0.4.4,50009,0,0,294,411600,294,411600,48.193221037,0.1015
10.0.2.2,50007,10.0.4.4,50007,0,0,291,407400,291,407400,6.054968685,0.1034
10.0.3.3,50002,10.0.4.4,50002,0,0,290,406000,290,406000,76.166295367,0.1012
10.0.2.2,50004,10.0.4.4,50004,0,0,289,404600,289,404600,11.076372636,0.1007
10.0.1.1,50014,10.0.4.4,50014,0,0,288,403200,288,403200,49.235377977,0.1044
10.0.2.2,50014,10.0.4.4,50014,0,0,269,376600,269,376600,93.252344977,0.1022
10.0.3.3,50011,10.0.4.4,50011,0,0,268,375200,268,375200,35.169441446,0.1020
10.0.2.2,50001,10.0.4.4,50001,0,0,267,373800,267,373800,97.207199858,0.1005
10.0.2.2,50011,10.0.4.4,50011,0,0,266,372400,266,372400,21.106073134,0.1017
10.0.2.2,50003,10.0.4.4,50003,0,0,265,371000,265,371000,70.164206034,0.1018
10.0.3.3,50009,10.0.4.4,50009,0,0,259,362600,259,362600,60.225307326,0.1025
10.0.3.3,50006,10.0.4.4,50006,0,0,256,358400,256,358400,41.192033034,0.1010
10.0.3.3,50010,10.0.4.4,50010,0,0,253,354200,253,354200,35.210034245,0.1022
10.0.1.1,50009,10.0.4.4,50009,0,0,250,350000,250,350000,82.315956254,0.1024
10.0.3.3,50008,10.0.4.4,50008,0,0,245,343000,245,343000,86.267544792,0.1016
10.0.2.2,50008,10.0.4.4,50008,0,0,241,337400,241,337400,3.059095004,0.1044
10.0.3.3,50012,10.0.4.4,50012,0,0,241,337400,241,337400,13.086134055,0.1023
10.0.1.1,50011,10.0.4.4,50011,0,0,235,329000,235,329000,49.223221846,0.1038
10.0.1.1,50004,10.0.4.4,50004,0,0,231,323400,231,323400,31.166090386,0.1062
10.0.1.1,50003,10.0.4.4,50003,0,0,230,322000,230,322000,17.130082130,0.1025
10.0.1.1,50012,10.0.4.4,50012,0,0,219,306600,219,306600,27.119097061,0.1223
10.0.1.1,50007,10.0.4.4,50007,0,0,214,299600,214,299600,86.318598933,0.1006
10.0.2.2,50005,10.0.4.4,50005,0,0,210,294000,210,294000,23.102220723,0.1014
10.0.2.2,50006,10.0.4.4,50006,0,0,210,294000,210,294000,27.127323504,0.1148
10.0.3.3,50007,10.0.4.4,50007,0,0,208,291200,208,291200,18.108349881,0.1013
10.0.2.2,50012,10.0.4.4,50012,0,0,207,289800,207,289800,8.063593138,0.1014
10.0.3.3,50001,10.0.4.4,50001,0,0,191,267400,191,267400,32.154460574,0.1010
10.0.3.3,50004,10.0.4.4,50004,0,0,188,263200,188,263200,60.217326309,0.1022
10.0.2.2,50013,10.0.4.4,50013,0,0,187,261800,187,261800,37.165461319,0.1005
10.0.1.1,50002,10.0.4.4,50002,0,0,182,254800,182,254800,66.250198256,0.1001
10.0.3.3,50005,10.0.4.4,50005,0,0,179,250600,179,250600,34.146518944,0.1006
10.0.1.1,50015,10.0.4.4,50015,0,0,179,250600,179,250600,71.251243849,0.1004

