sw_type,sw_id,min_telemetry_push_time,experiment_time,packet_count,rmse,telemetry_byte_count,jitter
LINT,2,0.25,60.0,212,0.0886531114765991,13556,"{'h3': 1.5485502434732497, 'h1': 1.300310418981248, 'h4': 1.4790249409648657}"
sINT,2,0.25,60.0,64,0.22598840975803183,2852,"{'h1': 0.9958198221181795, 'h4': 1.5122145133727913, 'h3': 1.1177200713130953}"
static,2,0.25,60.0,213,0.0970677947415998,13649,"{'h4': 0.9105367175603317, 'h3': 0.8493617963130377, 'h1': 0.8657550142186814}"
DINT,2,0.25,60.0,131,0.11036089927797736,8103,"{'h3': 1.128800105739406, 'h1': 1.1581285308332836, 'h4': 1.6540495464806277}"
LINT,2,0.25,60.0,212,0.09924675150554069,13532,"{'h3': 1.603002362710833, 'h1': 1.3410512996891675, 'h4': 1.435708640434423}"
sINT,2,0.25,60.0,64,0.21232852335347208,2852,"{'h1': 0.7155852069108632, 'h4': 0.7863738442544883, 'h3': 0.6751915785263606}"
static,2,0.25,60.0,212,0.09213157594560131,13432,"{'h4': 1.566625808816396, 'h3': 1.1635017085841297, 'h1': 1.181033752866112}"
DINT,2,0.5,60.0,78,0.14595256426508751,4623,"{'h3': 1.0768284391520686, 'h1': 0.7843339335595593, 'h4': 1.1687168742752794}"
LINT,2,0.5,60.0,108,0.10743159145413712,6961,"{'h3': 2.539810092969873, 'h1': 2.31235645479759, 'h4': 3.444306145504594}"
sINT,2,0.5,60.0,64,0.2260554000041178,2852,"{'h1': 1.8893181380919493, 'h4': 1.1654293020790805, 'h3': 1.7412350376622712}"
static,2,0.5,60.0,108,0.12201952141424392,6906,"{'h4': 1.0027654202419933, 'h3': 0.8402491192040527, 'h1': 0.7576674611542146}"
DINT,2,0.5,60.0,80,0.13503972579984014,4827,"{'h3': 1.041231132909818, 'h1': 0.7386425792154601, 'h4': 1.1583732795356132}"
LINT,2,0.5,60.0,108,0.11129668167883291,6881,"{'h3': 1.7399754876975213, 'h1': 1.5368445467207592, 'h4': 2.0791211370694436}"
sINT,2,0.5,60.0,64,0.20252128157006408,2852,"{'h1': 0.7266786655667075, 'h4': 1.26467922986564, 'h3': 0.7524980825552925}"
static,2,0.5,60.0,108,0.10486901121716814,6902,"{'h4': 1.9869999696979415, 'h3': 1.1133443560882756, 'h1': 1.13505704950545}"
DINT,2,0.5,60.0,76,0.134862030726784,4722,"{'h3': 1.1532336886288177, 'h1': 1.1106559123055506, 'h4': 1.300550225539845}"
LINT,2,0.5,60.0,108,0.10624247521157913,6947,"{'h3': 1.770670702771525, 'h1': 1.3884193560065572, 'h4': 1.7007364840606287}"
sINT,2,0.5,60.0,64,0.20699297174946377,2852,"{'h1': 1.4719238491689668, 'h4': 1.2225453687477472, 'h3': 1.6009693050187772}"
static,2,0.5,60.0,108,0.12792553553849753,6881,"{'h4': 1.4506713145196775, 'h3': 1.2570575665767096, 'h1': 1.3497595562260511}"
DINT,2,1.0,60.0,47,0.17019545612678502,2880,"{'h3': 1.887685810609655, 'h1': 1.793343241260188, 'h4': 3.2662525913360656}"
LINT,2,1.0,60.0,55,0.17868204111560082,3501,"{'h3': 1.796699996687408, 'h1': 1.485921435035698, 'h4': 1.6747005915237685}"
sINT,2,1.0,60.0,64,0.14823825635821647,2852,"{'h1': 1.166326232037788, 'h4': 0.9859683598951207, 'h3': 1.2370376435135657}"
static,2,1.0,60.0,55,0.18615123601542136,3505,"{'h4': 1.6103670870965934, 'h3': 1.0061892934721055, 'h1': 1.0769092211632456}"
DINT,2,1.0,60.0,47,0.18573274259899528,2788,"{'h3': 1.6052784766555008, 'h1': 1.4523123068699508, 'h4': 1.7914911223445684}"
LINT,2,1.0,60.0,55,0.16414329495250904,3551,"{'h3': 1.6919946094336427, 'h1': 1.436865138433642, 'h4': 1.8501690327559936}"
sINT,2,1.0,60.0,64,0.18370565450031387,2852,"{'h1': 1.0075361702363255, 'h4': 1.5552867828340406, 'h3': 1.2261428349565482}"
static,2,1.0,60.0,55,0.17453385177223665,3497,"{'h4': 1.222951488530793, 'h3': 1.0410045193178339, 'h1': 0.9238805431300922}"
DINT,2,2.0,60.0,27,0.24458882550483158,1605,"{'h3': 1.514509790174876, 'h1': 1.5120770531886798, 'h4': 2.1453110287193975}"
LINT,2,2.0,60.0,29,0.2628838112713152,1784,"{'h3': 1.884729293746791, 'h1': 1.6928288259860147, 'h4': 1.8976913333612648}"
sINT,2,2.0,60.0,64,0.18344351787047153,2852,"{'h1': 1.1488006131699235, 'h4': 1.7875446438115867, 'h3': 1.1489276087744342}"
static,2,2.0,60.0,29,0.2706135813724539,1715,"{'h4': 1.225203893054452, 'h3': 1.030509674967196, 'h1': 0.8562276571421111}"
DINT,2,2.0,60.0,28,0.27368464430804734,1613,"{'h3': 1.590600521066285, 'h1': 1.384572315598682, 'h4': 1.8108546621606398}"
LINT,2,2.0,60.0,28,0.26979521419157126,1738,"{'h3': 1.6645427443023422, 'h1': 1.3621108701738454, 'h4': 1.5993098081168482}"
sINT,2,2.0,60.0,64,0.19032492984284272,2852,"{'h1': 0.6980785395699733, 'h4': 1.20784895119245, 'h3': 0.6530621464260201}"
static,2,2.0,60.0,28,0.2809523224800086,1751,"{'h4': 1.9285337624127805, 'h3': 1.0299613754762649, 'h1': 0.9619486606946082}"
