rmse,byte_count,packet_count,min_telemetry_push_time,experiment_time
0.19794350905630334,392,28,1.0,61
0.20410038672387368,392,28,1.0,59
0.16801414268771964,574,41,0.5,60
0.17244281074502862,616,44,0.5,60
0.20304986056709032,378,27,1.5,60
0.1958119460094168,392,28,1.5,60
0.2218840184529836,308,22,2.0,60
0.23146448626778898,322,23,2.0,59
0.16041974759619423,1022,73,0.25,60
0.16723594600103478,924,66,0.25,59
