src_ip,src_port,dest_ip,dest_port,dest_src_pkts,dest_src_bytes,src_dest_pkts,src_dest_bytes,total_pkts,total_bytes,relative_time,total_time
10.0.3.3,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.000000000,100.5900
10.0.1.1,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.014601896,100.6222
10.0.2.2,50000,10.0.4.4,50000,0,0,8922,12490800,8922,12490800,0.025642722,100.5759
10.0.3.3,50014,10.0.4.4,50014,0,0,356,498400,356,498400,89.359804288,0.1022
10.0.1.1,50001,10.0.4.4,50001,0,0,351,491400,351,491400,1.023511621,0.1038
10.0.2.2,50015,10.0.4.4,50015,0,0,348,487200,348,487200,47.314743669,0.1028
10.0.3.3,50013,10.0.4.4,50013,0,0,337,471800,337,471800,29.215124027,0.1026
10.0.3.3,50015,10.0.4.4,50015,0,0,337,471800,337,471800,49.284445398,0.1013
10.0.1.1,50006,10.0.4.4,50006,0,0,330,462000,330,462000,15.150673693,0.1022
10.0.1.1,50005,10.0.4.4,50005,0,0,329,460600,329,460600,3.051690779,0.1022
10.0.1.1,50010,10.0.4.4,50010,0,0,314,439600,314,439600,70.313344894,0.1018
10.0.2.2,50002,10.0.4.4,50002,0,0,314,439600,314,439600,81.337352299,0.1017
10.0.1.1,50008,10.0.4.4,50008,0,0,311,435400,311,435400,9.135765756,0.1028
10.0.1.1,50013,10.0.4.4,50013,0,0,310,434000,310,434000,10.135914392,0.1018
10.0.3.3,50003,10.0.4.4,50003,0,0,296,414400,296,414400,44.347454273,0.1023
10.0.2.2,50007,10.0.4.4,50007,0,0,291,407400,291,407400,6.129088821,0.1028
10.0.3.3,50002,10.0.4.4,50002,0,0,290,406000,290,406000,76.257770288,0.1020
10.0.2.2,50004,10.0.4.4,50004,0,0,289,404600,289,404600,11.149951906,0.1259
10.0.1.1,50014,10.0.4.4,50014,0,0,288,403200,288,403200,49.274809882,0.1030
10.0.2.2,50010,10.0.4.4,50010,0,0,282,394800,282,394800,48.299156631,0.1124
10.0.2.2,50014,10.0.4.4,50014,0,0,269,376600,269,376600,93.368248776,0.1017
10.0.3.3,50011,10.0.4.4,50011,0,0,268,375200,268,375200,35.243685056,0.1051
10.0.2.2,50001,10.0.4.4,50001,0,0,267,373800,267,373800,97.323669123,0.1013
10.0.2.2,50011,10.0.4.4,50011,0,0,266,372400,266,372400,21.202667376,0.1015
10.0.2.2,50003,10.0.4.4,50003,0,0,265,371000,265,371000,70.273416210,0.1013
10.0.3.3,50009,10.0.4.4,50009,0,0,259,362600,259,362600,60.311866855,0.1034
10.0.3.3,50006,10.0.4.4,50006,0,0,256,358400,256,358400,41.272151728,0.1013
10.0.3.3,50010,10.0.4.4,50010,0,0,253,354200,253,354200,35.286258928,0.1035
10.0.2.2,50009,10.0.4.4,50009,0,0,252,352800,252,352800,48.298966947,0.1125
10.0.1.1,50009,10.0.4.4,50009,0,0,250,350000,250,350000,82.363835674,0.1025
10.0.3.3,50008,10.0.4.4,50008,0,0,245,343000,245,343000,86.362668325,0.1012
10.0.2.2,50008,10.0.4.4,50008,0,0,241,337400,241,337400,3.087776510,0.1012
10.0.3.3,50012,10.0.4.4,50012,0,0,241,337400,241,337400,13.156676353,0.1018
10.0.1.1,50011,10.0.4.4,50011,0,0,235,329000,235,329000,49.262768137,0.1024
10.0.1.1,50004,10.0.4.4,50004,0,0,231,323400,231,323400,31.209914064,0.1015
10.0.1.1,50003,10.0.4.4,50003,0,0,230,322000,230,322000,17.178188597,0.1022
10.0.1.1,50012,10.0.4.4,50012,0,0,228,319200,228,319200,27.168230873,0.1017
10.0.2.2,50006,10.0.4.4,50006,0,0,222,310800,222,310800,27.221070619,0.1013
10.0.1.1,50007,10.0.4.4,50007,0,0,214,299600,214,299600,86.367735118,0.1113
10.0.2.2,50005,10.0.4.4,50005,0,0,210,294000,210,294000,23.196082714,0.1010
10.0.3.3,50007,10.0.4.4,50007,0,0,208,291200,208,291200,18.176122822,0.1014
10.0.2.2,50012,10.0.4.4,50012,0,0,207,289800,207,289800,8.135350493,0.1032
10.0.3.3,50001,10.0.4.4,50001,0,0,191,267400,191,267400,32.227021190,0.1017
10.0.3.3,50004,10.0.4.4,50004,0,0,188,263200,188,263200,60.303931365,0.1031
10.0.2.2,50013,10.0.4.4,50013,0,0,187,261800,187,261800,37.266025742,0.1012
10.0.1.1,50002,10.0.4.4,50002,0,0,182,254800,182,254800,66.291555182,0.1011
10.0.3.3,50005,10.0.4.4,50005,0,0,179,250600,179,250600,34.219918959,0.1014
10.0.1.1,50015,10.0.4.4,50015,0,0,179,250600,179,250600,71.294416381,0.1015

