src_ip,src_port,dest_ip,dest_port,dest_src_pkts,dest_src_bytes,src_dest_pkts,src_dest_bytes,total_pkts,total_bytes,relative_time,total_time
10.0.1.1,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.000000000,100.5495
10.0.3.3,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.001598952,100.5480
10.0.2.2,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.038594513,100.5567
10.0.3.3,50014,10.0.4.4,50014,0,0,356,498400,356,498400,89.301762422,0.1030
10.0.1.1,50001,10.0.4.4,50001,0,0,351,491400,351,491400,1.008228914,0.1045
10.0.2.2,50015,10.0.4.4,50015,0,0,348,487200,348,487200,47.258081627,0.1032
10.0.3.3,50013,10.0.4.4,50013,0,0,337,471800,337,471800,29.131487591,0.1027
10.0.3.3,50015,10.0.4.4,50015,0,0,337,471800,337,471800,49.208067563,0.1019
10.0.2.2,50010,10.0.4.4,50010,0,0,336,470400,336,470400,48.243645230,0.1053
10.0.1.1,50006,10.0.4.4,50006,0,0,330,462000,330,462000,15.091186014,0.1023
10.0.1.1,50005,10.0.4.4,50005,0,0,329,460600,329,460600,3.034240675,0.1025
10.0.1.1,50010,10.0.4.4,50010,0,0,314,439600,314,439600,70.267348347,0.1033
10.0.2.2,50002,10.0.4.4,50002,0,0,314,439600,314,439600,81.306227563,0.1021
10.0.1.1,50008,10.0.4.4,50008,0,0,311,435400,311,435400,9.075548775,0.1022
10.0.1.1,50013,10.0.4.4,50013,0,0,310,434000,310,434000,10.075457681,0.1022
10.0.2.2,50009,10.0.4.4,50009,0,0,298,417200,298,417200,48.243620447,0.1052
10.0.3.3,50003,10.0.4.4,50003,0,0,296,414400,296,414400,44.268419101,0.1029
10.0.2.2,50007,10.0.4.4,50007,0,0,291,407400,291,407400,6.091518795,0.1021
10.0.3.3,50002,10.0.4.4,50002,0,0,290,406000,290,406000,76.190342425,0.1017
10.0.2.2,50004,10.0.4.4,50004,0,0,289,404600,289,404600,11.109287734,0.1020
10.0.1.1,50014,10.0.4.4,50014,0,0,288,403200,288,403200,49.218247693,0.1038
10.0.2.2,50014,10.0.4.4,50014,0,0,269,376600,269,376600,93.351268916,0.1028
10.0.3.3,50011,10.0.4.4,50011,0,0,268,375200,268,375200,35.160429513,0.1042
10.0.2.2,50001,10.0.4.4,50001,0,0,267,373800,267,373800,97.312911911,0.1016
10.0.2.2,50011,10.0.4.4,50011,0,0,266,372400,266,372400,21.141715559,0.1021
10.0.2.2,50003,10.0.4.4,50003,0,0,265,371000,265,371000,70.237995543,0.1045
10.0.3.3,50009,10.0.4.4,50009,0,0,259,362600,259,362600,60.238861947,0.1023
10.0.3.3,50006,10.0.4.4,50006,0,0,256,358400,256,358400,41.190883356,0.1012
10.0.3.3,50010,10.0.4.4,50010,0,0,253,354200,253,354200,35.201745400,0.1030
10.0.1.1,50009,10.0.4.4,50009,0,0,250,350000,250,350000,82.321695106,0.1017
10.0.3.3,50008,10.0.4.4,50008,0,0,245,343000,245,343000,86.301217574,0.1020
10.0.2.2,50008,10.0.4.4,50008,0,0,241,337400,241,337400,3.097150245,0.1031
10.0.3.3,50012,10.0.4.4,50012,0,0,241,337400,241,337400,13.075524891,0.1009
10.0.1.1,50011,10.0.4.4,50011,0,0,235,329000,235,329000,49.206020871,0.1034
10.0.1.1,50004,10.0.4.4,50004,0,0,231,323400,231,323400,31.151140583,0.1018
10.0.1.1,50003,10.0.4.4,50003,0,0,230,322000,230,322000,17.118920103,0.1016
10.0.1.1,50012,10.0.4.4,50012,0,0,228,319200,228,319200,27.108326409,0.1039
10.0.2.2,50006,10.0.4.4,50006,0,0,222,310800,222,310800,27.162302751,0.1023
10.0.1.1,50007,10.0.4.4,50007,0,0,214,299600,214,299600,86.327199828,0.1019
10.0.2.2,50005,10.0.4.4,50005,0,0,210,294000,210,294000,23.135914946,0.1022
10.0.3.3,50007,10.0.4.4,50007,0,0,208,291200,208,291200,18.094021567,0.1014
10.0.2.2,50012,10.0.4.4,50012,0,0,207,289800,207,289800,8.097819157,0.1014
10.0.3.3,50001,10.0.4.4,50001,0,0,191,267400,191,267400,32.144948861,0.1005
10.0.3.3,50004,10.0.4.4,50004,0,0,188,263200,188,263200,60.231014756,0.1028
10.0.2.2,50013,10.0.4.4,50013,0,0,187,261800,187,261800,37.207325849,0.1010
10.0.1.1,50002,10.0.4.4,50002,0,0,182,254800,182,254800,66.244314976,0.1004
10.0.3.3,50005,10.0.4.4,50005,0,0,179,250600,179,250600,34.137410405,0.1004
10.0.1.1,50015,10.0.4.4,50015,0,0,179,250600,179,250600,71.248504906,0.1011

