src_ip,src_port,dest_ip,dest_port,dest_src_pkts,dest_src_bytes,src_dest_pkts,src_dest_bytes,total_pkts,total_bytes,relative_time,total_time
10.0.1.1,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.000000000,100.4827
10.0.2.2,50000,10.0.4.4,50000,0,0,8928,12499200,8928,12499200,0.000060757,100.4949
10.0.3.3,50000,10.0.4.4,50000,0,0,8926,12496400,8926,12496400,0.000040312,100.4728
10.0.3.3,50014,10.0.4.4,50014,0,0,356,498400,356,498400,89.248094941,0.1018
10.0.1.1,50001,10.0.4.4,50001,0,0,351,491400,351,491400,1.008039564,0.1029
10.0.2.2,50015,10.0.4.4,50015,0,0,348,487200,348,487200,47.223200333,0.1018
10.0.2.2,50010,10.0.4.4,50010,0,0,338,473200,338,473200,48.207002926,0.1048
10.0.3.3,50015,10.0.4.4,50015,0,0,337,471800,337,471800,49.181780951,0.1026
10.0.1.1,50006,10.0.4.4,50006,0,0,330,462000,330,462000,15.079953894,0.1025
10.0.1.1,50005,10.0.4.4,50005,0,0,329,460600,329,460600,3.031434676,0.1018
10.0.1.1,50010,10.0.4.4,50010,0,0,314,439600,314,439600,70.245663372,0.1011
10.0.2.2,50002,10.0.4.4,50002,0,0,314,439600,314,439600,81.238134153,0.1026
10.0.1.1,50008,10.0.4.4,50008,0,0,311,435400,311,435400,9.066012575,0.1034
10.0.1.1,50013,10.0.4.4,50013,0,0,310,434000,310,434000,10.067811916,0.1025
10.0.2.2,50009,10.0.4.4,50009,0,0,301,421400,301,421400,48.206977779,0.1048
10.0.3.3,50003,10.0.4.4,50003,0,0,296,414400,296,414400,44.244042440,0.1020
10.0.2.2,50007,10.0.4.4,50007,0,0,291,407400,291,407400,6.059133161,0.1019
10.0.3.3,50002,10.0.4.4,50002,0,0,290,406000,290,406000,76.150890717,0.1015
10.0.2.2,50004,10.0.4.4,50004,0,0,289,404600,289,404600,11.075705535,0.1025
10.0.1.1,50014,10.0.4.4,50014,0,0,288,403200,288,403200,49.206923559,0.1028
10.0.3.3,50013,10.0.4.4,50013,0,0,278,389200,278,389200,29.107641877,0.1037
10.0.2.2,50014,10.0.4.4,50014,0,0,269,376600,269,376600,93.265590556,0.1010
10.0.3.3,50011,10.0.4.4,50011,0,0,268,375200,268,375200,35.138450016,0.1029
10.0.2.2,50001,10.0.4.4,50001,0,0,267,373800,267,373800,97.219154623,0.1007
10.0.2.2,50011,10.0.4.4,50011,0,0,266,372400,266,372400,21.100114850,0.1015
10.0.2.2,50003,10.0.4.4,50003,0,0,265,371000,265,371000,70.179605284,0.1018
10.0.3.3,50009,10.0.4.4,50009,0,0,259,362600,259,362600,60.209101903,0.1031
10.0.3.3,50006,10.0.4.4,50006,0,0,256,358400,256,358400,41.167513431,0.1019
10.0.3.3,50010,10.0.4.4,50010,0,0,253,354200,253,354200,35.179547380,0.1026
10.0.1.1,50009,10.0.4.4,50009,0,0,250,350000,250,350000,82.288791276,0.1008
10.0.3.3,50008,10.0.4.4,50008,0,0,245,343000,245,343000,86.251298759,0.1009
10.0.2.2,50008,10.0.4.4,50008,0,0,241,337400,241,337400,3.068821056,0.1020
10.0.3.3,50012,10.0.4.4,50012,0,0,241,337400,241,337400,13.065492068,0.1012
10.0.1.1,50011,10.0.4.4,50011,0,0,235,329000,235,329000,49.194811826,0.1041
10.0.1.1,50004,10.0.4.4,50004,0,0,231,323400,231,323400,31.131636403,0.1018
10.0.1.1,50003,10.0.4.4,50003,0,0,230,322000,230,322000,17.107019220,0.1018
10.0.1.1,50012,10.0.4.4,50012,0,0,228,319200,228,319200,27.090403089,0.1012
10.0.2.2,50006,10.0.4.4,50006,0,0,222,310800,222,310800,27.115344191,0.1020
10.0.1.1,50007,10.0.4.4,50007,0,0,214,299600,214,299600,86.289111386,0.1011
10.0.2.2,50005,10.0.4.4,50005,0,0,210,294000,210,294000,23.092465949,0.1010
10.0.3.3,50007,10.0.4.4,50007,0,0,208,291200,208,291200,18.078606373,0.1010
10.0.2.2,50012,10.0.4.4,50012,0,0,207,289800,207,289800,8.065080178,0.1009
10.0.3.3,50001,10.0.4.4,50001,0,0,191,267400,191,267400,32.121061258,0.1017
10.0.3.3,50004,10.0.4.4,50004,0,0,188,263200,188,263200,60.201233000,0.1024
10.0.2.2,50013,10.0.4.4,50013,0,0,187,261800,187,261800,37.163672781,0.1016
10.0.1.1,50002,10.0.4.4,50002,0,0,182,254800,182,254800,66.221358103,0.1001
10.0.3.3,50005,10.0.4.4,50005,0,0,179,250600,179,250600,34.114500357,0.1012
10.0.1.1,50015,10.0.4.4,50015,0,0,179,250600,179,250600,71.225712553,0.1002

